Item_No,Material_Class,Composition_Formula,Hydrogen_Weight_Percent,Heat_of_Formation_kJperMolH2,Temperature_oC,Pressure_Atmospheres_Absolute,Author_Year,Reference_Number,Comment1,Comment2,Comment3
1458,Complex,Mg2RuH4,2.6,,400,1,"Bonhomme, 1992",729,,,
1459,Complex,Mg2RuH6,3.9,,,,"Huang, 1991",740,,,
1460,Complex,Mg2RuH6,3.9,,,,"Kritikos, 1991",745,[RuH6]4-,,
1461,Complex,Mg3ReH7,2.7,,300,1,"Huang, 1993",724,[ReH6]5-,,
1462,Complex,Mg3RuH3,1.7,,400,1,"Bonhomme, 1992",730,[Ru2H6]12-,,
1463,Complex,Mg3RuH6,3.4,,,,"Bronger, 1993",773,[RuH5]5-,,
1464,Complex,Mg4IrH5,1.7,,400,1,"Bonhomme, 1993",739,,,
1465,Complex,Mg6Co2,4,89,,,"Reiser, 2000",1463,Mg6Co2 not stable without H,,
1466,Complex,Mg6Co2H11,4,,480,1,"Cerny, 1992",732,[CoH4]5-,,
1467,Complex,Mg6Ir2H11,2,,,,"Cerny, 2002",1461,"[IrH4]5-, [IrH5]4-",,
1468,Complex,Mn(AlH4)2,6.9,,25,1,"Monnier, 1957",791,[AlH4]-,,
1469,Complex,Na1.5Li1.5AlH6,3.2,,,,"Zaluski, 1999",1427,,Measured H-content,
1470,Complex,Na1.7Li1.3AlH6,3.1,,220,8,"Zaluski, 1999",1427,,Measured H-content,
1471,Complex,Na1.8Li0.6B0.6AlH6,3.2,,220,10,"Zaluska, 1999",1423,,Measured H-content,
1472,Complex,Na2LiAlH6,2.7,,211,13,"Bogdanovicâ, 1997",1422,,Measured H-content,Ti-catalyzed
1473,Complex,Na2LiAlH6,7,,211,13,"Bogdanovic', 1997",719,,Stoichiometric H-content,Ti-catalyzed
1474,Complex,Na2PdH2,1.3,,,,"Noreus, 1989",331,[PdH2]2-,,
1475,Complex,Na2PdH2,1.3,,,,"Bronger, 1995",751,[PdH2]2-,,
1476,Complex,Na2PdH4,2.6,,,,"Bronger, 1995",769,[PdH4]2-,,
1477,Complex,Na2PtH4,1.6,,,,"Bronger, 1988",760,[PtH4]2-,,
1478,Complex,Na2PtH6,2.4,,,,"Bronger, 1995",764,[PtH6]2-,,
1479,Complex,Na3AlH6,,,118,1,"Gross, 2002",1444,[AlH6]3-,,0-9% Ti Catalyzed
1480,Complex,Na3AlH6,0.8,22.7,,,"Meisner, 2002",1440,[AlH6]3-,Measured H-contents,Ti-doped or diamond ball milled
1481,Complex,Na3AlH6,1.9,,170,9,"Bogdanovicâ, 2000",1431,[AlH6]3-,Measured H-content,Ti-doped
1482,Complex,Na3AlH6,2.2,,150,3,"Zaluska, 2000",1430,[AlH6]3-,Measured H-content,Ball milled with C
1483,Complex,Na3AlH6,2.7,,180,15,"Bogdanovicâ, 1997",1422,[AlH6]3-,Measured H-content,Ti-catalyzed
1484,Complex,Na3AlH6,2.8,,220,30,"Zaluski, 1999",1427,[AlH6]3-,Measured H-content,
1485,Complex,Na3AlH6,3.1,,220,30,"Zaluska, 1999",1423,[AlH6]3-,Measured H-content,
1486,Complex,Na3AlH6,5.9,,211,33,"Bogdanovic', 1997",719,[AlH6]3-,Stoichiometric H-content,Ti-catalyzed
1487,Complex,Na3AlH6,5.9,64,210,21.4,"Dymova, 1975",720,[AlH6]3-,Stoichiometric H-content,
1488,Complex,Na3AlH6,5.9,50.8,150,3.5,"Tolle, 1998",1160,[AlH6]3-,Stoichiometric H-content,Ti-catalyzed
1489,Complex,Na3AlH6,5.9,,,,"Ronnebro, 2000",1448,[AlH6]3-,Stoichiometric H-content,
1490,Complex,Na3IrH6,2.3,,,,"Bronger, 1991",774,[IrH6]3-,,
1491,Complex,Na3OsH7,2.6,,,,"Bronger, 2002",1455,,,
1492,Complex,Na3RhH6,3.4,,,,"Bronger, 1991",774,[RhH6]3-,,
1493,Complex,Na3RUH7,4,,,,"Bronger, 2002",1455,,,
1494,Complex,Na4RuH6,3,,,,"Kritikos, 1991",744,[RuH6]4-,,
1495,Complex,NaAlH4,2.1,,33,1,"Gross, 2002",1444,[AlH4]-,Measured H-contents,0-9% Ti Catalyzed
1496,Complex,NaAlH4,2.2,,,,"Sandrock, 2002",1439,[AlH4]-,Measured H-contents,0-9% Ti Catalyzed
1497,Complex,NaAlH4,2.2,,,,"Gross, 2001",1442,[AlH4]-,Measured H-contents,0-9% Ti Catalyzed
1498,Complex,NaAlH4,3.1,,,,"Sandrock, 2002",1435,[AlH4]-,Measured H-contents,2% Ti Catalyzed
1499,Complex,NaAlH4,3.2,,,,"Zaluska, 2001",1434,[AlH4]-,Measured H-content,Catalyzed
1500,Complex,NaAlH4,3,,,,"Zidan, 1999",1426,[AlH4]-,Measured H-contents,Ti- and Zr-doped
1501,Complex,NaAlH4,4,,,,"Bogdanovicâ, 2001",1433,[AlH4]-,Measured H-content,"Direct synthesis from NaH and Al, Ti-doped"
1502,Complex,NaAlH4,4.2,,180,135,"Bogdanovicâ, 1997",1422,[AlH4]-,Measured H-contents,Various dopants
1503,Complex,NaAlH4,4.5,,150,55,"Zaluska, 2000",1430,[AlH4]-,Measured H-content,Ball milled with C
1504,Complex,NaAlH4,4.7,37,150,61,"Bogdanovicâ, 2000",1431,[AlH4]-,Measured H-content,Ti-doped
1505,Complex,NaAlH4,4.8,,,,"Jensen, 1999",1425,[AlH4]-,Measured H-contents,1-4% Ti-doping
1506,Complex,NaAlH4,4.9,,,,"Zaluski, 1999",1427,[AlH4]-,"Measured H-content, heated to 220C",
1507,Complex,NaAlH4,5,,,,"Jensen, 2001",1441,[AlH4]-,Measured H-contents,2% Ti doped
1508,Complex,NaAlH4,7.5,,180,135,"Bogdanovic', 1997",719,[AlH4]-,Stoichiometric H-content,Ti-catalyzed
1509,Complex,NaAlH4,7.5,12.8,210,153,"Dymova, 1975",720,[AlH4]-,Stoichiometric H-content,
1510,Complex,NaAlH4,7.5,37.6,,,"Smith, 1963",784,[AlH4]-,Stoichiometric H-content,
1511,Complex,NaAlH4,7.5,,230,1,"Finholt, 1955",788,[AlH4]-,Stoichiometric H-content,
1512,Complex,NaAlH4,7.5,35 - 38,150,62,"Tolle, 1998",1160,[AlH4]-,Stoichiometric H-content,Ti-catalyzed
1513,Complex,NaBH4,10.7,,,,"Sullivan, 1980",721,,,
1514,Complex,NaBH4,10.7,90,,,"Smith, 1963",784,[BH4]-,,
1515,Complex,NaBH4,10.7,,,,"Abrahams, 1954",804,[BH4]-,,
1516,Complex,NaBH4,10.7,,400,1,"Schleshinger, 1953",805,[BH4]-,,
1517,Complex,NaMgH3,6,,,,"Ronnebro, 2000",1448,,,
1518,Complex,NaPd3H2,0.6,,,,"Kadir, 1993",746,[PdH2],,
1519,Complex,R(BH4)3,5.5,,200,1,"Zange, 1960",798,[BH4]-,"R = Y, Sm, Eu,Gd,Tb, Dy, Ho, Er, Tm, Yb, Eu)",
1520,Complex,Rb2CaH4,1.9,,,,"Bertheville, 2001",1452,,,
1521,Complex,Rb2PdH4,2.1,,,,"Bronger, 1992",768,[PdH4]2-,,
1522,Complex,Rb2PtH4,1.1,,,,"Bronger, 1988",760,[PtH4]2-,,
1523,Complex,Rb2PtH6,1.6,,,,"Bronger, 1995",762,[PtH6]2-,,
1524,Complex,Rb2ZnH4,1.7,,360,1,"Bortz, 1997",831,,,
1525,Complex,Rb3MnH5,1.6,,,,"Bronger, 1997",834,,,
1526,Complex,Rb3OsH9,2,,,,"Bronger, 2002",1455,,,
1527,Complex,Rb3PdH5,1.4,,,,"Bronger, 1992",767,[PdH4]2-,,
1528,Complex,Rb3PtH5,1.1,,,,"Bronger, 1988",761,[PtH4]2-,,
1529,Complex,Rb3ZnH5,1.5,,360,1,"Bortz, 1997",741,[ZnH4]2-,,
1530,Complex,RbBH4,4,,,,"Abrahams, 1954",804,[BH4]-,,
1531,Complex,RbMgH3,2.7,,,,"Gingl, 1999",1446,,,
1532,Complex,Sn(AlH4)4,6.6,,-40,1,"Mackay, 1966",754,[AlH4]-,,
1533,Complex,Sn(BH4)2,5.4,,-65,1,"Amberger, 1963",795,[BH4]-,,
1534,Complex,Sr(BH4)2,6.9,,350,1,"Mackay, 1966",754,[BH4]-,,
1535,Complex,Sr1-xBaxAl2,0.9,,,,"Zhang, 2002",1459,x=0-0.5,Multiple hydride phases,
1536,Complex,Sr2FeH6,2.6,,,,"Huang, 1991",740,[FeH6]4-,,
1537,Complex,Sr2IrH4,1.1,,,,"Moyer, 1969",775,,,
1538,Complex,Sr2IrH5,1.4,,335,1,"Moyer, 1971",776,,,
1539,Complex,Sr2Mg3H10,3.9,,,,"Gingl, 1994",750,,,
1540,Complex,Sr2MgH6,2.9,,,,"Bertheville, 1999",1447,,,
1541,Complex,Sr2OsH6,1.6,,,,"Kritikos, 1991",745,[OsH6]4-,,
1542,Complex,Sr2PtH6,1.6,,,,"Kadir, 1993",747,[PtH4]2-,,
1543,Complex,Sr2RhH5,1.8,,,,"Bronger, 1994",772,,,
1544,Complex,Sr2RhH5,1.8,,325,1,"Moyer, 1971",776,,,
1545,Complex,Sr2RuH6,2.1,,450,1,"Moyer, 1971",776,,,
1546,Complex,Sr2RuH6,2.1,,,,"Hagemann, 2002",1454,[RuH6]4-,,
1547,Complex,Sr2-xEuxIrH5,1,,,,"Moyer, 1996",782,(x=0-2),,
1548,Complex,Sr2-xEuxRuH5,1.2,,,,"Moyer, 1996",782,(x=0-2),,
1549,Complex,Sr2-xEuxRuH6,1.5,,,,"Lindsay, 1993",781,(x=0-2),,
1550,Complex,Sr8Rh5H23,1.9,,,,"Bronger, 1994",772,[RhH6],,
1551,Complex,SrAl2H2,1.4,,,,"Gingl, 2000",1449,,,
1552,Complex,SrMg2FeH8,4,,440,1,"Huang, 1992",727,[FeH6]4-,,
1553,Complex,SrPdH2.7,1.4,,,,"Bronger, 1994",771,,,
1554,Complex,Th(BH4)4,5.5,,204,1,"Hoekstra, 1949",800,[BH4]-,,
1555,Complex,Ti(AlH4)4,9.4,,-85,1,"Mackay, 1966",754,[AlH4]-,,
1556,Complex,Ti(BH4)3,13.1,,,,"Hoekstra, 1949",800,[BH4]-,,
1557,Complex,Tl(AlH4)3,4.1,,25,1,"Mackay, 1966",754,[AlH4]-,,
1558,Complex,TlBH4,1.8,,,,"Waddington, 1958",797,[BH4]-,,
1559,Complex,U(BH4)4,5.4,,100,1,"Sullivan, 1980",721,[BH4]-,,
1560,Complex,U(BH4)4,5.4,,150,1,"Schleshinger, 1953",807,[BH4]-,,
1561,Complex,Yb2RuH6,1.3,,,,"Lindsay, 1976",779,,,
1562,Complex,Yb4Mg4Fe3H22,2.3,137,458,4,"Huang, 1993",738,[FeH6]4-,,
1563,Complex,Zn(BH4)2,8.5,,50,1,"Sullivan, 1980",721,[BH4]-,,
1564,Complex,Zn(BH4)2,8.5,,120,1,"Mackay, 1966",754,[BH4]-,,
1565,Complex,Zr(AlH4)4,7.5,,25,1,"Reid, 1957",793,[AlH4]-,,
1566,Complex,Zr(BH4)4,10.7,,,,"Sullivan, 1980",721,,,
1567,Complex,Zr(BH4)4,10.7,,,,"Mackay, 1966",754,[BH4]-,,
1568,Complex,Ca2IrH5,1.8,,,,"Moyer, 1971",776,,,
1569,Complex,Ca2OsH6,2.2,,,,"Huang, 1991",740,[OsH6]4-,,
1570,Complex,Ca2OsH6,3.2,,,,"Kritikos, 1991",745,[OsH6]4-,,
1571,Complex,Ca2RhH5,2.7,,360,1,"Moyer, 1971",776,,,
1572,Complex,Ca2RuH6,3.2,,,,"Hagemann, 2002",1454,[RuH6]4-,,
1573,Complex,Ca2RuH6,3.2,,,,"Moyer, 1971",776,,,
1574,Complex,Ca2-xEuxIrH5,1,,,,"Moyer, 1996",782,(x=0-2),,
1575,Complex,Ca2-xEuxRuH6,1.5,,,,"Moyer, 1989",780,(x=0-2),,
1576,Complex,Ca4Mg4Fe3H22,5,,395,1,"Huang, 1992",726,[FeH6]4-,,
1577,Complex,Ca4Mg4Fe3H22,5,122,441,4,"Huang, 1993",738,[FeH6]4-,,
1578,Complex,CaAg2H,0.4,,,,"Mendelsohn, 1975",778,,,
1579,Complex,CaMgNiH4,3.2,,405,1,"Huang, 1992",734,[NiH4]4-,,
1580,Complex,CaPdH2,1.4,,,,"Bronger, 1990",766,[PdH2]2-,,
1581,Complex,Cd(BH4)2,5.7,,80,1,"Mackay, 1966",754,[BH4]-,,
1582,Complex,Ce(AlH4)3,5.2,,25,1,"Mackay, 1966",754,[AlH4]-,,
1583,Complex,Co(BH4)2,9.1,,,,"Monnier, 1957",791,[BH4]-,,
1584,Complex,Cs2MgH4,1.4,,,,"Bertheville, 2002",1453,,,
1585,Complex,Cs2PdH4,1.1,,,,"Bronger, 1992",768,[PdH4]2-,,
1586,Complex,Cs2PtH4,0.9,,,,"Bronger, 1988",760,[PtH4]2-,,
1587,Complex,Cs2PtH6,1.3,,,,"Bronger, 1995",762,[PtH6]2-,,
1588,Complex,Cs2ZnH4,1.2,,360,1,"Bortz, 1997",831,,,
1589,Complex,Cs3MnH5,1.1,,,,"Bronger, 1997",834,,,
1590,Complex,Cs3OsH9,1.5,,,,"Bronger, 2002",1455,,,
1591,Complex,Cs3PdH5,1,,,,"Bronger, 1992",767,[PdH4]2-,,
1592,Complex,Cs3PtH5,0.8,,,,"Bronger, 1988",761,[PtH4]2-,,
1593,Complex,Cs3ZnH5,1.1,,355,1,"Bortz, 1997",741,[ZnH4]2-,,
1594,Complex,Cs4Mg3H10,1.6,,,,"Bertheville, 2002",1453,,,
1595,Complex,CsAlH4,2.5,77,,,"Smith, 1963",784,[AlH4]-,,
1596,Complex,CsBH4,2.7,,,,"Abrahams, 1954",804,[BH4]-,,
1597,Complex,CsCaH3,1.7,,,,"Gingl, 1999",1446,,,
1598,Complex,CsMgH3,1.9,,,,"Bertheville, 2002",1453,,,
1599,Complex,CuAlH4,4.3,,-70,1,"Mackay, 1966",754,[AlH4]-,,
1600,Complex,CuBH4,5.1,,-12,1,"Klingen, 1964",801,[BH4]-,,
1601,Complex,Eu2FeH6,1.7,,,,"Huang, 1991",740,[FeH6]4-,,
1602,Complex,Eu2IrH5,1,,,,"Moyer, 1980",457,,,
1603,Complex,Eu2Mg3H10,2.6,,,,"Kohlmann, 2001",1451,,,
1604,Complex,Eu2MgH6,1.8,,,,"Kohlmann, 2001",1451,,,
1605,Complex,Eu2RuH6,1.5,,900,1,"Thompson, 1975",777,,,
1606,Complex,Eu2RuH6,1.5,,,,"Hagemann, 2002",1454,[RuH6]4-,,
1607,Complex,Eu6Mg7H26,2.4,,,,"Kohlmann, 2001",1451,,,
1608,Complex,Fe(AlH4)2,6.8,,25,1,"Schaeffer, 1956",792,[AlH4]-,,
1609,Complex,Fe(BH4)2,9.4,,-10,1,"Schaeffer, 1956",792,[BH4]-,,
1610,Complex,Ga(AlH4)3,7.4,,35,1,"Mackay, 1966",754,[AlH4]-,,
1611,Complex,Hf(BH4)4,6.8,,,,"Hoekstra, 1949",800,[BH4]-,,
1612,Complex,In(AlH4)3,5.8,,-40,1,"Mackay, 1966",754,[AlH4]-,,
1613,Complex,K2MgH4,3.8,,,,"Bertheville, 2001",1452,,,
1614,Complex,K2PdH4,2.1,,,,"Bronger, 1995",751,[PdH2]2-,,
1615,Complex,K2PtH4,1.5,,,,"Bronger, 1986",759,[PtH4]2-,,
1616,Complex,K2PtH6,2.2,,,,"Bronger, 1995",751,[PtH6]4-,,
1617,Complex,K2ZnH4,2.7,,310,1,"Bortz, 1994",736,[ZnH4]2-,,
1618,Complex,K3MnH5,2.8,,,,"Bronger, 1997",834,,,
1619,Complex,K3PdH3,1.3,,,,"Bronger, 1990",765,[PdH2]2-,,
1620,Complex,K3PdH5,2.1,,,,"Bronger, 1992",767,[PdH2]2-,,
1621,Complex,K3PtH5,1.6,,,,"Bronger, 1988",761,[PtH4]2-,,
1622,Complex,K3ZnH5,2.7,,360,1,"Bortz, 1994",737,[ZnH4]2-,,
1623,Complex,KAlH4,5.7,72.6,,,"Smith, 1963",784,[AlH4],,
1624,Complex,KBH4,7.5,,,,"Sullivan, 1980",721,[BH4]-,,
1625,Complex,KBH4,7.5,69,,,"Smith, 1963",784,[BH4]-,,
1626,Complex,KBH4,7.5,,,,"Abrahams, 1954",804,[BH4]-,,
1627,Complex,KBH4,7.5,,190,1,"Schleshinger, 1953",805,[BH4]-,,
1628,Complex,KNaReH9,3.5,,100,1,"Stetson, 1995",723,[ReH9]2-,,
1629,Complex,Li1.8Na1.2AlH6,3.3,,220,3,"Zaluska, 1999",1423,,Measured H-content,
1630,Complex,Li2BeH4,6,,300,2,"Zaluska, 2000",1450,,Measured H-content,
1631,Complex,Li2PdH2,0.9,,,,"Bronger, 1995",751,[PdH2]2-,,
1632,Complex,Li3AlH6,2.1,,,,"Balema, 2000",1428,[AlH6]3-,Measured H-content,Ti-catalyzed
1633,Complex,Li3Be2H5,8.1,40,300,2,"Zaluska, 2000",1450,,Measured H-content,
1634,Complex,Li3Be2H7,8.1,,250,1,"Zaluska, 2001",1434,,Measured H-content,
1635,Complex,Li3IrH6,2.8,,,,"Bronger, 1991",774,[IrH6]3-,,
1636,Complex,Li3RhH4,3.2,,,,"Bronger, 1991",770,[RhH4]3-,,
1637,Complex,Li3RhH6,4.7,,,,"Bronger, 1995",751,[RhH6]3-,,
1638,Complex,Li4OsH6,2.7,,,,"Kritikos, 1991",744,[OsH6]4-,,
1639,Complex,Li4RuH6,4.5,,,,"Kritikos, 1991",744,[RuH6]4-,,
1640,Complex,LiAlH4,7,,,,"Zaluski, 1999",1427,[AlH4]-,"Measured H-content, heated to 200C",
1641,Complex,LiAlH4,10.6,,190,1,"Sullivan, 1980",721,[AlH4]-,,
1642,Complex,LiAlH4,10.6,61,200,1,"Block, 1965",783,[AlH4]-,,
1643,Complex,LiAlH4,10.6,18.9,,,"Smith, 1963",784,[AlH4],,
1644,Complex,LiAlH4,10.6,,,,"Wiberg, 1951",785,[AlH4]-,"Catalyzed by Ti, Si, Fe, Cu, Al, B",
1645,Complex,LiBeH3,5.1,,300,2,"Zaluska, 2000",1450,,Measured H-content,
1646,Complex,LiBH4,18.5,,,,"Sullivan, 1980",721,[BH4]-,,
1647,Complex,LiBH4,18.5,69,,,"Smith, 1963",784,[BH4]-,,
1648,Complex,LiBH4,18.5,,,,"Schleshinger, 1953",805,[BH4]-,,
1649,Complex,LiMg2RuH7,4.3,,400,1,"Huang, 1994",728,[RuH6]4-,,
1650,Complex,LiSr2PdH5,1.7,,400,1,"Yoshida, 1993",735,[PdH3]3-,,
1651,Complex,Mg(AlH4)2,9.3,,140,1,"Sullivan, 1980",721,[AlH4]-,,
1652,Complex,Mg(AlH4)2,9.3,,140,1,"Mackay, 1966",754,[AlH4]-,,
1653,Complex,Mg(AlH4)2,9.3,,,,"Wiberg, 1950",786,[AlH4]-,,
1654,Complex,Mg(BH4)2,14.9,,320,1,"Sullivan, 1980",721,[BH4]-,,
1655,Complex,Mg(BH4)2,14.9,,140,1,"Wiberg, 1952",787,[BH4]-,,
1656,Mg,Mg51Zn20,3.6,80.9,330,8,"Bruzzone, 1983",431,,,
1657,Mg,Mg-5Ag,5.3,,,,"Douglass, 1978",89,,,
1658,Mg,Mg5Al4,5.4,,326,7,"Reilly, 1976",490,,,
1659,Mg,Mg-5Al-5Y,5,,,,"Douglass, 1978",89,,,
1660,Mg,Mg-5Bi,2,,,,"Douglass, 1978",89,,,
1661,Mg,Mg-5Ca,4.9,,,,"Douglass, 1978",89,,,
1662,Mg,Mg-5Co,2,,,,"Douglass, 1978",89,,,
1663,Mg,Mg-5Co,5.3,,,,"Ivanov, 1987",708,(Mechanical alloy),,
1664,Mg,Mg-5Cu,4,,,,"Guinet, 1978",701,,,
1665,Mg,Mg-5Fe,5.2,,,,"Ivanov, 1987",708,(Mechanical alloy),,
1666,Mg,Mg-5Mn,6,,,,"Douglass, 1978",89,,,
1667,Mg,Mg-5Nb,5.3,,,,"Ivanov, 1987",708,(Mechanical alloy),,
1668,Mg,Mg-5Ni,5.9,102,300,1.4,"Hong, 2002",1494,,Rotation-cylinder synthesis method,
1669,Mg,Mg-5Ni,5.3,,,,"Ivanov, 1987",708,(Mechanical alloy),,
1670,Mg,Mg-5Ni,7.4,76.4,323,2.9,"Friedlmeier, 1997",714,,,
1671,Mg,Mg-5Ni-5Y,5.2,,,,"Douglass, 1978",89,,,
1672,Mg,Mg-5Sb,2.4,,,,"Douglass, 1978",89,,,
1673,Mg,Mg-5Si,3.5,,,,"Douglass, 1978",89,,,
1674,Mg,Mg-5Sn,5,,,,"Douglass, 1978",89,,,
1675,Mg,Mg-5Ti,4.4,,,,"Ivanov, 1987",708,(Mechanical alloy),,
1676,Mg,Mg-5Ti-10V-10Fe,6.2,,,,"Khrussanova, 2001",1490,,Ball milled,
1677,Mg,Mg-5Tm,4.8,,300,1.3,"Liang, 1999",1478,"Tm=Ti, V, Mn, Fe, Ni",Ball milled composites,
1678,Mg,Mg-5V,5.6,,300,1.3,"Dehouche, 2000",1483,,Ball milled composite,
1679,Mg,Mg-5V,5.8,62,310,1.5,"Liang, 1999",1474,,Ball milled composite,
1680,Mg,Mg-5Y,7,,,,"Douglass, 1978",89,,,
1681,Mg,Mg6Al7Cu,0.8,,,,"Reilly, 1974",491,,,
1682,Mg,Mg6Co2,4,89,,,"Reiser, 2000",1463,Mg6Co2 not stable without H,,
1683,Mg,Mg6Pd,0.8,,,,"Reilly, 1974",491,,,
1684,Mg,Mg6Pd,0.9,80.3,160,0.014,"Kume, 1987",576,,,
1685,Mg,Mg-78Mg2Ni (M),4.8,63 - 79,302,4,"Buchner, 1978",699,,,
1686,Mg,Mg7Zn3,0.9,,,,"Reilly, 1974",491,,,
1687,Mg,Mg7Zn3,2.5,,315,2.5,"Akiba, 1991",709,,,
1688,Mg,Mg9Ce,4,,349,5,"Reilly, 1974",491,,,
1689,Mg,Mg9Mm,4.8,,310,2.2,"Reilly, 1976",490,,,
1690,Mg,MgAl,3,,352,23,"Reilly, 1974",491,(Beta + Gamma phases),,
1691,Mg,MgAl.89Mn.19,5,,350,9,"Reilly, 1976",490,,,
1692,Mg,Mg-Ca-Al,4.5,,,,"Verbetsky, 1988",1497,,,
1693,Mg,Mg-Ca-Ce,3.3,,,,"Verbetsky, 1988",1497,,,
1694,Mg,Mg-Ca-Cu,3.3,,,,"Verbetsky, 1988",1497,,,
1695,Mg,Mg-Ca-Ni,3.5,,,,"Verbetsky, 1988",1497,,,
1696,Mg,Mg-Ca-Zn,2.3,,,,"Verbetsky, 1988",1497,,,
1697,Mg,MgCu.3Zr.21,2.7,,,,"Reilly, 1974",491,,,
1698,Mg,MgLa,1.8,,,,"Beck, 1962",45,,,
1699,Mg,MgLa,2.6,,290,0.8,"Semenenko, 1981",1498,,,
1700,Mg,MgMn.35Ni.35 (M),3.3,,349,6.5,"Reilly, 1976",490,,,
1701,Mg,MgNi,1.6,,140,0.7,"Han, 1999",1470,Amorphous,,Sloping plateau
1702,Mg,MgNi,1.75,,140,3,"Jiang, 2000",1464,Amorphous,,Sloping plateau
1703,Mg,MgNi,2,40,25,0.004,"Ikeda, 1998",1466,Amorphous,,
1704,Mg,MgNi.5Mn.5,3.5,,,,"Reilly, 1974",491,,,
1705,Mg,MgNi0.5Co0.5,1.8,26,,,"Ikeda, 1998",1466,Amorphous,,No plateau
1706,Mg,MgNi0.5Cu0.5,1.2,8,,,"Ikeda, 1998",1466,Amorphous,,No plateau
1707,Mg,MgNi0.86Co0.03,2.1,,300,0.8,"Tsushio, 1998",1467,Amorphous,,
1708,Mg,MgNi0.86Cr0.03,0.9,50,,,"Tsushio, 1998",1467,Amorphous,,No plateau
1709,Mg,MgNi0.86Fe0.03,1.3,,,,"Tsushio, 1998",1467,Amorphous,,No plateau
1710,Mg,MgNi0.86Mn0.03,2.1,,300,1,"Tsushio, 1998",1467,Amorphous,,
1711,Mg,MgNi0.8Co0.2,2,,,,"Ikeda, 1998",1466,Amorphous,,
1712,Mg,MgNi0.8Cu0.2,1.8,,,,"Ikeda, 1998",1466,Amorphous,,
1713,Mg,MgTi.29Cu.39,2.8,,,,"Reilly, 1974",491,,,
1714,Mg,MgTi.38Ni.12,2.1,,,,"Reilly, 1974",491,,,
1715,Mg,MgTi.39Cu.29 (M),3.8,,350,7,"Reilly, 1976",490,,,
1716,Mg,MgTi.39Mn.23,1.7,,,,"Reilly, 1974",491,,,
1717,Mg,Mg-xCr2O3,6.8,,,,"Oelerich, 2001",1487,x=0.2-5 at.%,Ball milled,
1718,Mg,Mg-xNd,5.4,,,,"Verbetsky, 1988",1497,x=21-33 wt.%,,
1719,Mg,Mg-xPr,5.2,,,,"Verbetsky, 1988",1497,x=21-33 wt.%,,
1720,Mg,MgZn.29Ti.11,2.1,,,,"Reilly, 1974",491,,,
1721,Mg,47.4Mg-30.3Mm-22.3Ni,4.2,,,,"Kuliev, 1988",1504,,,
1722,Mg,49.8Mg-19.3Mm-30.9Ni,4.2,,,,"Kuliev, 1988",1504,,,
1723,Mg,50Mg-11.6Y-38.4Ni,4.1,,,,"Semenenko, 1984",1505,,,
1724,Mg,50Mg-16.2Ce-33.8Ni,4.2,,,,"Semenenko, 1984",1505,,,
1725,Mg,50Mg-6.6Sc-43.4Ni,4.4,,,,"Semenenko, 1984",1505,,,
1726,Mg,54.3Mg-23.5Mm-22.2Ni (M),4,,350,7,"Kuliev, 1988",1504,,,
1727,Mg,55.3Mg-10.3Mm-34.4Ni,4.4,,,,"Kuliev, 1988",1504,,,
1728,Mg,57.6Mg-25.2Mm-17.2Ni,4.8,,,,"Kuliev, 1988",1504,,,
1729,Mg,58.1Mg-24.2Mm-17.7Ni,4.9,,,,"Kuliev, 1988",1504,,,
1730,Mg,62.1Mg-28.8Mm-9.1Ni,5.3,,,,"Kuliev, 1988",1504,,,
1731,Mg,65.2Mg-31.5Mm-3.3Ni,5.5,,,,"Kuliev, 1988",1504,,,
1732,Mg,66.0Mg-7.5Mm-26.5Ni,5.4,,,,"Kuliev, 1988",1504,,,
1733,Mg,6Mg0.666Ca0.060Cu0.274,2.9,,,,"Verbetsky, 1984",1501,,,
1734,Mg,73Mg-18Ca-9Al,4.8,,,,"Semenenko, 1983",1500,,,
1735,Mg,73Mg-27Nd,5.7,,,,"Semenenko, 1985",1506,,,
1736,Mg,73Mg-27Pr,5.2,,,,"Semenenko, 1985",1506,,,
1737,Mg,75Mg-3.0Ca-22.0Ni,6.1,,,,"Semenenko, 1984",1505,,,
1738,Mg,75Mg-3.3Sc-21.7Ni,6,,,,"Semenenko, 1984",1505,,,
1739,Mg,75Mg-5.8Y-19.2Ni,6,,,,"Semenenko, 1984",1505,,,
1740,Mg,75Mg-6.0Ca-44.0Ni,4.2,,,,"Semenenko, 1984",1505,,,
1741,Mg,75Mg-8.1Ce-16.9Ni,6,,,,"Semenenko, 1984",1505,,,
1742,Mg,79Mg-21Nd,5.9,,,,"Semenenko, 1985",1506,,,
1743,Mg,79Mg-21Pr,5.5,,,,"Semenenko, 1985",1506,,,
1744,Mg,90.4Mg-1.6Ca-8.0Al,6.4,,,,"Semenenko, 1983",1500,,,
1745,Mg,91.2Mg-0.8Ca-8.0Al,6.8,,,,"Semenenko, 1983",1500,,,
1746,Mg,95.4Mg-1.6Ca-3.0Al,5.1,,,,"Semenenko, 1983",1500,,,
1747,Mg,96.2Mg-0.8Ca-3.0Al,3.4,,,,"Semenenko, 1983",1500,,,
1748,Mg,Ca19Mg8,5.4,,,,"Bertheville, 1999",1473,,,
1749,Mg,CeMg12,5.9,,,,"Ivanov, 1983",1496,,,
1750,Mg,CeMg2,3.1,101,216,0.1,"Verbetsky, 1989",1155,,,
